"","revenuegrowth","nopat","nopatmargin","investedcapital","investedcapitalturnover","investedcapitalincreasedecrease","freecashflow","netnonopex","netnonopobligations","ebit","depreciationandamortization","ebitda","capex","dfcfnwc","dfnwc","nwc","debt","ltdebtandcapleases","netdebt","totalcapital","marketcap","enterprisevalue","pricetorevenue","pricetoearnings","dividendyield","earningsyield","evtoinvestedcapital","evtorevenue","evtoebitda","evtoebit","evtonopat","evtoocf","evtofcff","ebitdagrowth","ebitgrowth","nopatgrowth","netincomegrowth","epsgrowth","ocfgrowth","fcffgrowth","investedcapitalgrowth","revenueqoqgrowth","ebitdaqoqgrowth","ebitqoqgrowth","nopatqoqgrowth","netincomeqoqgrowth","epsqoqgrowth","ocfqoqgrowth","fcffqoqgrowth","investedcapitalqoqgrowth","grossmargin","ebitdamargin","operatingmargin","ebitmargin","profitmargin","costofrevtorevenue","sgaextorevenue","rdextorevenue","opextorevenue","taxburdenpct","interestburdenpct","efftaxrate","assetturnover","arturnover","invturnover","faturnover","apturnover","dso","dio","dpo","ccc","finleverage","leverageratio","compoundleveragefactor","ltdebttoequity","debttoequity","roic","nnep","roicnnepspread","rnnoa","roe","croic","oroa","roa","noncontrollinginterestsharingratio","roce","divpayoutratio","augmentedpayoutratio","ocftocapex","stdebttocap","ltdebttocap","debttototalcapital","preferredtocap","noncontrolinttocap","commontocap","debttoebitda","netdebttoebitda","ltdebttoebitda","debttonopat","netdebttonopat","ltdebttonopat","altmanzscore","ebittointerestex","nopattointerestex","ebitlesscapextointerestex","nopatlesscapextointex","ocftointerestex","ocflesscapextointerestex","fcfftointerestex","currentratio","quickratio","dfcfnwctorev","dfnwctorev","nwctorev","normalizednopat","normalizednopatmargin","pretaxincomemargin","adjweightedavebasicsharesos","adjbasiceps","adjweightedavedilutedsharesos","adjdilutedeps","adjweightedavebasicdilutedsharesos","adjbasicdilutedeps","tangbookpriceratio","bookpriceratio","growth","CPIUSA","DGS10","DGS1","GDPC1","DGS5"
"9732",-0.012242,99698246,0.038727,692710000,3.5486,-65509000,165207246,9540246,-234832000,111112000,46830000,157942000,21611000,382526000,880373000,801494000,263015000,184136000,-234832000,1190557000,1866757760,1631925760,0.7251,20.7054,0,0.048297,2.3559,0.6339,10.3324,14.6872,16.3687,8.7774,9.8781,0.013735,0.031269,0.049109,0.052006,0.060241,-0.011721,0.064423,-0.086399,0.007181,0.087747,0.136266,0.146478,0.179662,0.178571,0.455503,0.886132,-0.07186,0.09387,0.061352,0.043435,0.043161,0.035022,0.90613,0.048288,0,0.050435,0.891612,0.910055,0.108388,1.5107,7.3148,4.1868,8.6009,6.2738,49.8991,87.1788,58.1783,78.8997,-0.1841,1.9165,1.7441,0.1985,0.2836,0.137427,-0.058278,0.195704,-0.036031,0.101396,0.227726,0.065202,0.052906,0,0.101396,0,0.317199,8.603165,0.066254,0.154664,0.220918,0,0,0.779082,1.6653,-1.4868,1.1658,2.6381,-2.3554,1.8469,4.3436,7.7295,6.9355,6.2262,5.4322,12.9338,11.4304,11.4927,2.2745,1.3359,0.148591,0.341978,0.311337,104626184.4,0.040642,0.039279,33534000,2.7,34544000,2.64,33500000,2.7,0.496872686898594,0.496872686898594,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"9741",-0.039917,41174812.2,0.037574,245141000,4.1672,-35655000,76829812.2,12372812.2,131849000,66404000,30375000,96779000,15913000,85708000,89384000,86984000,135525000,133125000,131849000,248817000,559805867.9,691654867.9,0.5109,19.4364,0.009128,0.05145,2.8215,0.6312,7.1467,10.4159,16.798,8.1975,9.0024,0.012809,0.053446,0.007288,-0.001214,-0.007092,0.197083,0.021104,-0.126978,0.006593,-0.099831,-0.13751,-0.186548,-0.254027,-0.256308,0.13925,0.067223,-0.063214,0.173698,0.088316,0.060691,0.060597,0.026283,0.826302,0.03433,0,0.113007,0.619105,0.70059,0.380895,2.6382,10.7203,9.3374,5.8654,13.7589,34.0475,39.0902,26.5283,46.6095,1.5916,4.0935,2.8678,1.1751,1.1962,0.156577,0.076613,0.079964,0.12727,0.283847,0.292164,0.15987,0.069342,0,0.283847,0.133116,0.133116,5.302206,0.009646,0.535032,0.544677,0,0,0.455323,1.4004,1.3624,1.3756,3.2915,3.2022,3.2332,5.4916,3.3399,2.071,2.5395,1.2706,4.2437,3.4434,3.8643,1.7572,0.8982,0.078213,0.081567,0.079377,41181003.3,0.03758,0.042454,5110049,5.64,5110049,5.6,5110049,5.64,0.174394487510767,0.190959517657192,"0",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"9752",0.009274,73886171.2,0.07422,371174000,2.6748,-2004000,75890171.2,-2650828.8,-273009000,113777000,41420000,155197000,44446000,96231000,263214000,262856000,1509000,1151000,-280861000,645692000,2403658728,2122797728,2.4145,31.4052,0.012427,0.031842,5.7191,2.1324,13.6781,18.6575,28.7307,16.7536,27.972,0.026286,0.010112,0.035115,0.064418,0.068063,0.255669,0.767944,-0.00537,0.00274,0.008139,0.008572,0.007067,0.007397,0.007407,0.045222,0.099448,-0.003469,0.307912,0.155898,0.114291,0.114291,0.076883,0.692088,0.032855,0,0.193621,0.649395,1.035877,0.350605,1.2964,10.7885,7.2576,5.4882,11.4806,33.8322,50.2919,31.7928,52.3314,-0.4025,1.2327,1.2769,0.0018,0.0023,0.198525,0.010571,0.187954,-0.07566,0.122864,0.203909,0.148165,0.09967,0,0.122864,0.379947,0.538694,2.850808,0.000554,0.001783,0.002337,0,0,0.997663,0.0097,-1.8097,0.0074,0.0204,-3.8013,0.0156,12.8524,972.453,631.5057,592.5726,251.6254,1082.9658,703.0855,648.6339,3.6287,2.5936,0.096666,0.264404,0.264044,73886171.2,0.07422,0.118392,18686000,4.1,18787000,4.08,18800000,4.1,0.212876851155385,0.265230110313611,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"9772",-0.006308,18193717.4,0.041148,167977000,2.561,-9345000,27538717.4,102717.4,-38859000,25056000,12429000,37485000,11708000,84890000,136750000,136750000,13001000,13001000,-38859000,219837000,384266305.1,345407305.1,0.8691,21.2407,0.010535,0.047079,2.0563,0.7812,9.2145,13.7854,18.985,8.0958,12.5426,0.076475,0.090529,0.162854,0.267232,0.251748,1.562616,9.181637,-0.052701,0.019438,0.033898,0.031069,0.392377,0.339975,0.335821,-0.017705,0.268208,0.316527,0.406479,0.084777,0.054881,0.056668,0.040915,0.593521,0.08743,0.043184,0.351598,0.749762,0.963003,0.250238,1.3862,6.3893,3.0886,9.4237,7.8235,57.1269,118.1768,46.6546,128.6491,-0.1409,1.5872,1.5285,0.0629,0.0629,0.105379,-0.003628,0.109008,-0.015356,0.090023,0.159506,0.078553,0.056717,0.002503,0.089798,0.180698,0.274335,3.64409,0,0.059139,0.059139,0,0,0.938568,0.3468,-1.0367,0.3468,0.7146,-2.1358,0.7146,4.8931,24.4927,17.7847,13.0479,6.3399,41.7058,30.261,26.9196,3.0018,1.8182,0.19199,0.309279,0.309279,22839990.6,0.051656,0.054571,9845000,1.66,9874000,1.79,1.1e+07,1.66,0.471882300509861,0.537622114714023,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"9871",-0.033303,246336023.2,0.071919,2.678e+09,1.278,-4100000,250436023.2,-3763976.8,211100000,409800000,137800000,547600000,108800000,456400000,841700000,841700000,596400000,596400000,211100000,3063300000,6915765290.4,7126865290.4,2.0191,27.652,0.015011,0.036164,2.6613,2.0807,13.0147,17.3911,28.9315,13.4165,28.4578,-0.132446,-0.183503,-0.283449,-0.217704,-0.207469,0.003779,3.190659,-0.001529,-0.063667,-0.067915,-0.09256,-0.109759,-0.021901,-0.017995,-0.000376,-0.278921,-0.003609,0.317179,0.159874,0.118008,0.119643,0.073018,0.682821,0.144634,0.013255,0.199171,0.659546,0.925329,0.390559,0.8653,6.7552,6.3814,5.6243,10.2534,54.0328,57.1971,35.598,75.6319,0.1134,1.6444,1.5216,0.2418,0.2418,0.091915,-0.013793,0.105707,0.011984,0.103899,0.093445,0.103528,0.063183,0,0.103899,0.337865,0.637745,4.882353,0,0.194692,0.194692,0,0,0.805308,1.0891,0.3855,1.0891,2.4211,0.857,2.4211,5.127,13.3922,8.0502,9.8366,4.4946,17.3595,13.8039,8.1842,2.6391,1.7466,0.133248,0.245737,0.245737,332571914.6,0.097096,0.110709,64226000,3.86,64883000,3.82,64800000,3.86,0.0742502119491708,0.35670630429555,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"9912",0.002109,233942111.1,0.008898,1766291000,14.9668,19350000,214592111.1,21522111.1,-326148000,331092000,56793000,387885000,41698000,1321460000,2013025000,1647608000,365417000,0,-326148000,2457856000,2730281980,2404133980,0.1038,12.8532,0,0.077801,1.3611,0.0914,6.1981,7.2612,10.2766,13.4081,11.2033,-0.065677,-0.069284,-0.107278,-0.151223,-0.112593,-0.559603,-0.598961,0.011077,0.002353,-0.018353,-0.017887,-0.008356,-0.024764,-0.02443,1.524249,1.452613,-0.003819,0.048897,0.014754,0.012703,0.012593,0.00808,0.951103,0.037056,0,0.036193,0.700453,0.915942,0.299547,4.0991,9.0775,11.4556,384.7537,7.1698,40.2095,31.862,50.9079,21.1636,-0.1347,3.1594,2.8938,0,0.1746,0.133178,-0.078696,0.211874,-0.028542,0.104635,0.122162,0.051621,0.033119,0,0.104635,0,0,4.300086,0.148673,0,0.148673,0,0,0.851327,0.9421,-0.8408,0,1.562,-1.3941,0,5.4705,11.8965,8.4058,10.3983,6.9076,6.4426,4.9444,7.7105,1.3838,0.8287,0.050263,0.076567,0.062668,216787322.9,0.008246,0.011535,35218000,6.04,35449000,5.99,35100000,6.04,0.58496811525744,0.697055975436939,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"10031",0.167088,55025881.4,0.047956,562767000,2.0057,-18632000,73657881.4,37881.4,-86074000,87684000,24813000,112497000,26753000,331747000,415142000,407972000,11286000,4116000,-86074000,660127000,1526589862.9,1441526862.9,1.3304,27.6762,0.006064,0.036132,2.5615,1.2563,12.8139,16.44,26.1973,10.6933,19.5706,0.458727,0.653105,0.789779,0.720203,0.676056,3.367459,1.44975,-0.032047,0.107683,0.13891,0.175042,0.209245,0.193135,0.178218,0.277843,0.341959,-0.03733,0.231185,0.098042,0.075957,0.076418,0.047923,0.768815,0,0.021761,0.155229,0.631357,0.993283,0.368643,1.4157,10.7907,2.3676,6.5428,16.6946,33.8254,154.1614,21.8633,166.1235,-0.091,1.2878,1.2792,0.0063,0.0174,0.096185,-0.000661,0.096847,-0.008812,0.087373,0.128754,0.108188,0.067846,0.002222,0.087179,0.180276,0.180276,5.038912,0.010862,0.006235,0.017097,0,0.001532,0.981372,0.1003,-0.7651,0.0366,0.2051,-1.5642,0.0748,7.8773,62.8559,39.4451,43.6781,20.2673,96.6351,77.4573,52.8013,3.416,1.1493,0.289122,0.361801,0.355553,55025881.4,0.047956,0.075904,22992000,2.4,23142000,2.38,2.3e+07,2.4,0.380182562793712,0.424364278289512,"0",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"10082",2.000528,707294911.6,0.039317,7909648000,2.2821,53464000,653830911.6,15130911.6,5989490000,1048936000,0,1048936000,256263000,2313805000,3131882000,991290000,6807567000,4666975000,5989490000,8727725000,9627990439.6,15617480439.6,0.5352,13.91,0.026127,0.071891,1.9745,0.8682,14.8889,14.8889,22.0806,13.299,23.8861,-0.092376,-0.092376,-0.064208,-0.079822,0.03794,0.067466,1.605694,0.006805,1.965366,0.002087,0.002087,0.004853,0.007251,-0.002604,0.166211,-0.494224,0.074973,0.792301,0.058309,0.058162,0.058309,0.038476,0.207699,0.127209,0,0.734139,0.676,0.976142,0.324,1.8113,67.5643,6.8821,18.6999,15.868,5.4023,53.0362,23.0023,35.4362,3.1933,5.283,5.157,2.4305,3.5453,0.089725,0.002521,0.087204,0.278466,0.368191,0.082943,0.105616,0.069693,0,0.368191,0.364539,1.036838,4.582554,0.245263,0.53473,0.779993,0,0,0.220007,6.49,5.7101,4.4492,9.6248,8.4682,6.5983,3.2033,35.3534,23.8387,26.7163,15.2016,39.58,30.9429,22.0368,1.3463,1.0923,0.128621,0.174096,0.055104,707294911.6,0.039317,0.056918,179676000,3.85,179676000,3.83,179676000,3.85,0.193889034405609,0.199435332725597,"0",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"10122",0.111436,65480516.6,0.066696,125621000,8.8889,30342000,35138516.6,797516.6,-189648000,100269000,17816000,118085000,20395000,23075000,238219000,236625000,25496000,23902000,-189648000,340765000,1228091978.7,1038443978.7,1.2509,18.9863,0,0.05267,8.2665,1.0577,8.794,10.3566,15.8588,14.2718,29.5529,0.227163,0.229133,0.259994,0.245629,0.246835,-0.128755,-0.204937,0.318454,0.007992,0.003663,1e-04,-0.00931,-0.008325,-0.007557,-0.190598,-0.135263,0.176744,0.212815,0.120276,0.103031,0.10213,0.065883,0.787185,0.040934,0,0.109784,0.647335,0.996539,0.352665,2.0788,15.1581,19.679,9.5784,19.8812,24.0796,18.5477,18.359,24.2682,-0.6206,1.6224,1.6168,0.0758,0.0809,0.592852,-0.004415,0.597267,-0.370649,0.222204,0.31814,0.212308,0.136959,0,0.222204,0,0.309757,3.567639,0.004678,0.070142,0.07482,0,0,0.92518,0.2159,-1.606,0.2024,0.3894,-2.8963,0.365,7.8911,288.9597,188.7047,230.1844,129.9294,209.6888,150.9135,101.2637,3.458,2.9447,0.023503,0.24264,0.241016,65480516.6,0.066696,0.101776,16296000,3.96,16440321,3.94,16300000,3.96,0.25483853820598,0.25483853820598,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"1022",-0.173462,3529933.1,0.040877,68964000,1.1821,-8181000,11710933.1,2111933.1,-1634000,4591000,1245000,5836000,241000,43839000,52292000,46177000,6819000,704000,-1634000,77417000,72596670.3,70962670.3,0.8407,51.1965,0,0.019533,1.029,0.8218,12.1595,15.4569,20.1031,6.1312,6.0595,-0.635933,-0.69493,-0.831497,-0.914927,-0.921875,3.883408,6.773965,-0.106047,-0.018693,-0.121878,-0.169801,-0.149871,-0.299753,-0.285714,0.432071,0.380805,-0.033739,0.346199,0.067581,0.054982,0.053164,0.016421,0.653801,0,0,0.291216,0.367453,0.840558,0.256543,0.9782,6.6714,1.4096,9.5147,9.2178,54.7109,258.9374,39.5973,274.051,0.0437,1.2613,1.0602,0.01,0.0966,0.048319,0.689836,-0.641517,-0.02806,0.020259,0.160304,0.052004,0.016062,0,0.020259,0,0,48.024896,0.078988,0.009094,0.088081,0,0,0.911919,1.1684,-0.28,0.1206,1.9318,-0.4629,0.1994,5.0482,6.2719,4.8223,5.9426,4.4931,15.8115,15.4822,15.9985,4.3615,1.4395,0.50766,0.605547,0.534735,3529933.1,0.040877,0.044688,7258697,0.21,7332997,0.2,7200000,0.21,0.914298076923077,0.925711538461538,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"10391",-0.060203,766278867.1,0.069529,2.236e+09,5.5009,4.65e+08,301278867.1,237278867.1,3.84e+08,5.32e+08,1.84e+08,7.16e+08,8.8e+07,2.08e+08,9.71e+08,9.42e+08,1.185e+09,1.156e+09,4.22e+08,3.037e+09,2248661101.5,2670661101.5,0.204,4.2508,0.011985,0.235251,1.1944,0.2423,3.73,5.02,3.4852,5.4282,8.8644,0.638444,1.891304,4.234145,65.125,95,2.565217,-0.354033,0.262564,0.141008,-0.02585,-0.012987,-0.042167,0.140086,0.142857,-0.061069,-0.607205,0.02663,0.245713,0.064967,0.047001,0.048271,0.047999,0.754287,0.204609,0,0.198712,1.152505,0.862782,-0.479303,1.8396,15.3817,6.1922,17.4107,8.8436,23.7295,58.9453,41.2727,41.4021,0.1598,3.468,2.9921,0.6242,0.6398,0.38247,0.859706,-0.477236,-0.076247,0.306223,0.150376,0.0888,0.088299,0,0.306223,0.049149,0.298677,5.590909,0.009549,0.380639,0.390188,0,0,0.609812,1.655,0.5894,1.6145,1.5464,0.5507,1.5086,2.7616,5.6,8.0661,4.6737,7.1398,5.1789,4.2526,3.1714,1.4638,0.7139,0.018873,0.088105,0.085473,317100000,0.028772,0.041648,5.39e+08,0.98,5.39e+08,0.96,5.39e+08,0.98,0.647496725521656,0.823602987040466,"0",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"10452",0.128634,525239122.9,0.05317,1799062000,5.4442,-30876000,556115122.9,45122122.9,-287070000,797371000,231708000,1029079000,327585000,342917000,640440000,624728000,15712000,0,-281811000,2101844000,4833476520,4559937520,0.4893,10.9719,0.144585,0.091142,2.5346,0.4616,4.4311,5.7187,8.6816,5.7332,8.1996,-0.155012,-0.236268,-0.252404,-0.275811,-0.308,-0.220524,0.120943,-0.016873,0.095199,0.067545,0.088549,0.073466,0.059678,0.017647,0.110765,-0.631761,1.181062,0.111755,0.104173,0.080182,0.080717,0.048602,0.888245,0.031465,0,0.031574,0.663112,0.908029,0.336888,2.3689,24.6587,9.8759,6.2002,13.6591,14.8021,36.9586,26.7222,25.0385,0.0839,2.4912,2.2621,0,0.0075,0.289468,0.321088,-0.03162,-0.002654,0.286813,0.306484,0.191207,0.115131,0.003353,0.285851,1.488773,1.734456,2.427956,0.007475,0,0.007475,0,0.003936,0.988589,0.0153,-0.2738,0,0.0299,-0.5365,0,3.4099,10.5422,6.9443,6.2111,2.6132,10.5157,6.1846,7.3525,1.5271,0.6262,0.034713,0.064831,0.063241,525947989.7,0.053241,0.073294,253669000,1.74,254126000,1.73,253200000,1.74,0.148999473407056,0.430568720379147,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"10512",-0.007472,4556742199.2,0.191637,1.3105e+10,2.0068,2.513e+09,2043742199.2,-330257800.8,-1.8101e+10,5.588e+09,1.393e+09,6.981e+09,5.4e+08,-1.278e+09,9.534e+09,7.785e+09,1.1684e+10,9.935e+09,-1.8101e+10,4.289e+10,90586704298,72476704298,3.8097,18.5287,0.034162,0.05397,5.5305,3.0481,10.382,12.9701,15.9054,11.1864,35.4627,0.04381,0.03539,0.039137,0.019612,0.078947,0.101683,1.025272,0.237255,0.00951,-0.118894,-0.139646,-0.159264,-0.142932,-0.139108,-0.151074,-0.640246,0.172707,0.593826,0.293591,0.235007,0.235007,0.205526,0.406174,0.10085,0.214905,0.358819,0.815451,1.072477,0.184549,0.4635,13.9542,6.1791,10.0034,6.4237,26.157,59.0697,56.821,28.4056,-0.6143,1.6699,1.7909,0.3184,0.3744,0.384584,0.017501,0.367083,-0.225499,0.159085,0.17249,0.108933,0.095268,-0.000277,0.159129,0.625537,1.099652,11.998148,0.040779,0.231639,0.272418,0,-0.00021,0.727792,1.6737,-2.5929,1.4231,2.5641,-3.9724,2.1803,4.3771,17.853,14.5583,16.1278,12.833,20.6997,18.9744,6.5295,1.9739,1.6133,-0.053747,0.400959,0.327403,4556742199.2,0.191637,0.25204,1.478e+09,3.3,1.495e+09,3.28,1482600000,3.3,0.251007902457952,0.35308010914953,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"10701",-0.077737,48311639.7,0.09993,578688000,0.8233,-17105000,65416639.7,-7364360.3,-246786000,54899000,82841000,137740000,50147000,51623000,365697000,360269000,67288000,61860000,-246786000,892762000,752086900,620411900,1.5556,16.2789,0,0.061429,1.0721,1.2833,4.5042,11.301,12.8419,5.0796,9.484,-0.125144,-0.268306,-0.176122,-0.020806,0.015873,-0.083021,0.118706,-0.02871,-0.066293,-0.132811,-0.294221,-0.245724,-0.21867,-0.219512,-0.079982,0.023457,-0.030043,0.245536,0.284907,0.108541,0.113555,0.115162,0.754464,0.092205,0.04479,0.136995,0.92066,1.10155,0.07934,0.476,4.7704,15.7771,0.9176,5.2244,76.5143,23.1348,69.8639,29.7853,-0.2602,1.2796,1.4095,0.0749,0.0815,0.082269,0.035658,0.046611,-0.012128,0.070141,0.111397,0.054051,0.054816,0.14527,0.059952,0.230907,0.230907,2.435579,0.00608,0.069291,0.075371,0,0.128938,0.795691,0.4885,-1.7917,0.4491,1.3928,-5.1082,1.2804,4.1367,16.3147,14.3571,1.4122,-0.5454,36.2963,21.3938,19.4403,5.4304,5.0015,0.106779,0.756423,0.745195,48311639.7,0.09993,0.125087,67539000,0.68,76354000,0.64,67900000,0.68,0.800309734513274,0.823318584070796,"0",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"10781",-0.044041,112818410.3,0.084788,887200000,1.5174,20600000,92218410.3,21118410.3,82500000,167500000,37100000,204600000,76100000,204700000,490900000,490900000,368700000,368700000,82500000,1173400000,1316835031.5,1399335031.5,0.9897,14.3603,0.02465,0.069637,1.5772,1.0517,6.8394,8.3542,12.4034,8.4501,15.1741,1.657878,1.481737,1.512536,1.387574,1.369913,0.036944,1.628667,0.023771,0.011632,0.068966,0.076478,0.142404,0.13913,0.141256,0.046776,0.105004,-0.094694,0.247858,0.153765,0.136104,0.125883,0.068916,0.752142,0.078912,0,0.111754,0.622962,0.878806,0.377038,0.9891,9.7695,4.7521,2.593,13.1252,37.3613,76.8076,27.809,86.3599,0.1106,1.7038,1.4973,0.4582,0.4582,0.128656,0.241768,-0.113112,-0.012514,0.116142,0.105164,0.124517,0.068168,0,0.116142,0.353326,0.748092,2.176084,0,0.314215,0.314215,0,0,0.685785,1.8021,0.4032,1.8021,3.2681,0.7313,3.2681,3.0226,8.2512,5.5576,4.5025,1.8088,8.1576,4.4089,4.5428,3.9752,2.6412,0.15384,0.368931,0.368931,112818410.3,0.084788,0.110627,17813000,5.15,18033000,5.09,17800000,5.15,0.559300013497314,0.607297290362536,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"10852",0.004494,189886833.2,0.067429,956151000,3.1301,112949000,76937833.2,925833.2,-234111000,294141000,84583000,378724000,200404000,231024000,465135000,465135000,0,0,-234111000,1190262000,1942652105,1708541105,0.6898,10.2807,0.021737,0.09727,1.7869,0.6067,4.5113,5.8086,8.9977,5.7573,22.2068,-0.078041,-0.124895,-0.125888,-0.125185,-0.120798,-0.012239,-0.39117,0.133952,0.041127,0.243316,0.324375,0.343389,0.346164,0.3392,0.152498,-0.170608,0.063213,0.161231,0.134485,0.104439,0.10445,0.0671,0.838769,0.056777,0,0.056777,0.64563,0.995023,0.35437,2.1099,23.7373,11.2731,3.7893,34.8412,15.3766,32.3778,10.4761,37.2784,-0.1895,1.2024,1.1964,0,0,0.211061,-0.004401,0.215462,-0.040836,0.170226,0.085517,0.220376,0.141573,0,0.170226,0.227031,0.265568,1.480804,0,0,0,0,0,1,0,0,0,0,0,0,9.0937,172.2137,111.175,54.8811,-6.1576,173.7465,56.4139,45.0456,4.1388,2.4189,0.082037,0.16517,0.16517,189886833.2,0.067429,0.10393,22225000,8.37,22225000,8.37,22225000,8.37,0.586224875033813,0.586224875033813,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"10992",0.044625,3755493.2,0.030316,46669000,2.7037,1703000,2052493.2,276493.2,-1693000,5872000,3020000,8892000,3065000,10189000,19001000,18161000,7119000,6279000,-1693000,55481000,186001600,184308600,1.5015,53.4641,0,0.018704,3.9493,1.4878,20.7275,31.3877,49.0771,36.1106,89.7974,0.125,0.229738,0.72664,0.764199,0.833333,-0.243291,-0.564876,0.037873,0.005218,0.033113,0.068025,0.007733,0.046316,0.047619,-0.25814,-0.52597,0.017796,0.282792,0.07178,0.049121,0.047401,0.028084,0.717208,0.228045,0,0.233672,0.617172,0.95998,0.382828,1.9039,12.7186,11.3138,5.7342,12.5926,28.6982,32.2616,28.9853,31.9744,-0.0212,1.39,1.3344,0.1298,0.1472,0.081966,-0.278723,0.360689,-0.007644,0.074323,0.044797,0.090247,0.053469,0,0.074323,0,0.21213,1.665253,0.01514,0.113174,0.128314,0,0,0.871686,0.8006,-0.1904,0.7061,1.8956,-0.4508,1.672,10.2266,26.6909,17.0704,12.7591,3.1386,23.2,9.2682,9.3295,2.9359,1.9621,0.08225,0.153384,0.146603,3755493.2,0.030316,0.045504,16155000,0.22,16160000,0.22,15800000,0.22,0.175516941789748,0.260008688097307,"0",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"11032",0.042955,2795705445.5,0.170584,3.1393e+10,0.524,2.3e+08,2565705445.5,16705445.5,8.796e+09,3.045e+09,1.738e+09,4.783e+09,3.036e+09,-4.889e+09,-4.286e+09,-5.383e+09,9.399e+09,8.302e+09,8.796e+09,3.1996e+10,35557858717,44353858717,2.1696,12.7952,0.028285,0.078154,1.4129,2.7063,9.2732,14.5661,15.865,8.6392,17.2872,0.316181,0.516434,0.112096,0.581673,0.646018,0.129593,-0.404972,0.007381,0.013983,0.081882,0.128614,-0.04551,0.138468,0.141104,0.009041,-0.074422,-0.01376,0.436756,0.291842,0.173592,0.185795,0.169565,0.563244,0.151504,0,0.262615,0.982673,0.928736,0.017327,0.4196,54.5391,28.316,0.5102,13.7776,6.6924,12.8903,26.4923,-6.9095,0.3491,1.6847,1.5647,0.3674,0.4159,0.089382,0.002064,0.087319,0.030485,0.119867,0.082029,0.077959,0.071149,0,0.119867,0.351565,1.193595,1.691041,0.034286,0.25947,0.293755,0,0,0.706245,1.9651,1.839,1.7357,3.3619,3.1463,2.9696,2.6105,13.6547,12.5368,0.0404,-1.0776,23.0224,9.4081,11.5054,0.2388,0.1274,-0.29831,-0.261517,-0.328452,2795705445.5,0.170584,0.172555,7.45e+08,3.73,7.45e+08,3.72,7.45e+08,3.73,0.511338993727292,0.627563969079973,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
"11042",0.023984,503257591.5,0.127021,2210400000,1.8655,173130000,330127591.5,3857591.5,277300000,795800000,1.04e+08,899800000,1.83e+08,1342900000,1455600000,1445100000,3.9e+08,379500000,277300000,2323100000,12668727053,12946027053,3.1976,25.3679,0.067561,0.03942,5.8569,3.2675,14.3877,16.2679,25.7245,24.901,39.2152,-0.017042,-0.039817,-0.028625,-0.03292,-0.022599,-0.055243,-0.111459,0.084981,0.006374,0.007511,0.004181,0.006742,0.005754,0.005814,-0.028615,0.182031,0.001398,0.495911,0.227108,0.200858,0.200858,0.126047,0.504089,0.295179,0,0.295053,0.632392,0.992335,0.367608,1.5234,8.1853,2.0954,4.6108,17.0139,44.592,174.1904,21.4531,197.3293,0.1374,1.3928,1.3822,0.1963,0.2017,0.236957,0.015031,0.221926,0.030503,0.26746,0.155439,0.305997,0.192027,0,0.26746,0.694033,0.813176,2.840984,0.00452,0.163359,0.167879,0,0,0.832121,0.4334,0.3082,0.4218,0.775,0.551,0.7541,14.4665,122.4308,77.4242,94.2769,49.2704,79.9846,51.8308,50.7889,6.2416,2.2213,0.338945,0.36739,0.36474,502941395.5,0.126941,0.199319,577899050,0.87,578315046,0.87,577400000,0.87,0.305177431075434,0.305177431075434,"1",1.26158320570537,1.83744,0.61432,1.63784,1.33472
